preprint_doi,published_doi,published_journal,preprint_platform,preprint_title,preprint_authors,preprint_category,preprint_date,published_date,preprint_abstract,preprint_author_corresponding,preprint_author_corresponding_institution
10.1101/006726,10.1038/nmeth.3047,Nature Methods,bioRxiv,Improved vectors and genome-wide libraries for CRISPR screening,Neville E Sanjana;Ophir Shalem;Feng Zhang;,Genomics ,2014-06-28,2014-07-30,"Genome-wide, targeted loss-of-function pooled screens using the CRISPR (clustered regularly interspaced short palindrome repeats)-associated nuclease Cas9 in human and mouse cells provide an alternative screening system to RNA interference (RNAi) and have been used to reveal new mechanisms in diverse biological models1-4. Previously, we used a Genome-scale CRISPR Knock-Out (GeCKO) library to identify loss-of-function mutations conferring vemurafenib resistance in a melanoma model1. However, initial lentiviral delivery systems for CRISPR screening had low viral titer or required a cell line already expressing Cas9, limiting the range of biological systems amenable to screening.",Feng  Zhang,Broad Institute and MIT
10.1101/001883,10.1093/bioinformatics/btu523,Bioinformatics,bioRxiv,Tracking global changes induced in the CD4 T cell receptor repertoire by immunization with a complex antigen using short stretches of CDR3 protein sequence.,Niclas Thomas;Katharine Best;Mattia Cinelli;Shlomit Reich-Zeliger;Hila Gal;Eric Shifrut;Asaf Madi;Nir Friedman;John Shawe-Taylor;Benny Chain;,Immunology ,2014-01-17,2014-08-05,"The clonal theory of adaptive immunity proposes that immunological responses are encoded by increases in the frequency of lymphocytes carrying antigen-specific receptors. In this study, we measure the frequency of different TcRs in CD4+ T cell populations of mice immunized with a complex antigen, killed Mycobacterium tuberculosis, using high throughput parallel sequencing of the TcR beta chain. In order to track the changes induced by immunisation within this very heterogeneous repertoire, the sequence data were classified by counting the frequency of different clusters of short (3 or 4) continuous stretches of amino acids within the CDR3 repertoire of different mice. Both unsupervised (hierarchical clustering) and supervised (support vector machine) analysis of these different distributions of sequence clusters differentiated between immunised and unimmunised mice with 100% efficiency. The CD4+ T cell receptor repertoires of mice 5 and 14 days post immunisation were clearly different from that of unimmunised mice, but were not distinguishable from each other. However, the repertoires of mice 60 days post immunisation were distinct both from unimmunised mice, and the day 5/14 animals. Our results reinforce the remarkable diversity of the T cell receptor repertoire, resulting in many diverse private TcRs contributing to the T cell response even in genetically identical mice responding to the same antigen. Finally, specific motifs defined by short sequences of amino acids within the CDR3 region may have a major effect on TcR specificity. The results of this study provide new insights into the properties of the CD4+ adaptive T cell response.",Benny  Chain,UCL
10.1101/003350,10.1093/gbe/evu169,Genome Biology and Evolution,bioRxiv,Horizontal Transfers and Gene Losses in the phospholipid pathway of Bartonella reveal clues about early ecological niches,Qiyun Zhu;Michael Kosoy;Kevin J Olival;Katharina Dittmar;,Microbiology ,2014-03-17,2014-08-08,"Bartonellae are mammalian pathogens vectored by blood-feeding arthropods. Although of increasing medical importance, little is known about their ecological past, and host associations are underexplored. Previous studies suggest an influence of horizontal gene transfers in ecological niche colonization by acquisition of host pathogenicity genes. We here expand these analyses to metabolic pathways of 28 Bartonella genomes, and experimentally explore the distribution of bartonellae in 21 species of blood-feeding arthropods. Across genomes, repeated gene losses and horizontal gains in the phospholipid pathway were found. The evolutionary timing of these patterns suggests functional consequences likely leading to an early intracellular lifestyle for stem bartonellae. Comparative phylogenomic analyses discover three independent lineage-specific reacquisitions of a core metabolic gene - NAD(P)H-dependent glycerol-3-phosphate dehydrogenase (gpsA) - from Gammaproteobacteria and Epsilonproteobacteria. Transferred genes are significantly closely related to invertebrate Arsenophonus-, and Serratia-like endosymbionts, and mammalian Helicobacter-like pathogens, supporting a cellular association with arthropods and mammals at the base of extant bartonellae. Our studies suggest that the horizontal re-aquisitions had a key impact on bartonellae lineage specific ecological and functional evolution.",Katharina  Dittmar,"University at Buffalo, State University of New York"
10.1101/003871,10.1186/s12915-014-0063-7,BMC Biology,bioRxiv,Brachyury cooperates with Wnt/β-Catenin signalling to elicit Primitive Streak like behaviour in differentiating mouse ES cells.,David Andrew Turner;Pau Rué;Jonathan P Mackenzie;Eleanor Davies;Alfonso Martinez Arias;,Developmental Biology ,2014-04-07,2014-08-14,"The formation of the Primitive Streak is the first visible sign of gastrulation, the process by which the three germ layers are formed from a single epithelium during early development. Embryonic Stem Cells (ESCs) provide a good system to understand the molecular and cellular events associated with these processes. Previous work, both in embryos and in culture, has shown how converging signals from both Nodal/TGF{beta}R and Wnt/{beta}-Catenin signalling pathways specify cells to adopt a Primitive Streak like fate and direct them to undertake an epithelial to mesenchymal transition (EMT). However, many of these approaches have relied on genetic analyses without taking into account the temporal progression of events within single cells. In addition, it is still unclear as to what extent events in the embryo are able to be reproduced in culture. Here, we combine flow-cytometry and a quantitative live single-cell imaging approach to demonstrate how the controlled differentiation of mouse ESCs (mESCs) towards a Primitive Streak fate in culture results in cells displaying many of the characteristics observed during early mouse development including transient Brachyury expression, EMT and increased motility. We also find that the EMT initiates the process, and this is both fuelled and terminated by the action of Bra, whose expression is dependent on the EMT and {beta}-Catenin activity. As a consequence of our analysis, we propose that a major output of Brachyury expression is in controlling the velocity of the cells that are transiting out of the Primitive Streak.",David Andrew Turner,University of Cambridge
10.1101/008516,10.1016/j.jinsphys.2014.05.025,Journal of Insect Physiology,bioRxiv,Amino acid and carbohydrate tradeoffs by honey bee nectar foragers and their implications for plant-pollinator interactions,Harmen P. Hendriksma;Karmi L. Oxman;Sharoni Shafir;,Animal Behavior and Cognition ,2014-08-28,2014-09-02,"Honey bees are important pollinators, requiring floral pollen and nectar for nutrition. Nectar is rich in sugars, but contains additional nutrients, including amino acids (AAs). We tested the preferences of free-flying foragers between 20 AAs at 0.1% w/w in sucrose solutions in an artificial meadow. We found consistent preferences amongst AAs, with essential AAs preferred over nonessential AAs. The preference of foragers correlated negatively with AA induced deviations in pH values, as compared to the control. Next, we quantified tradeoffs between attractive and deterrent AAs at the expense of carbohydrates in nectar. Bees were attracted by phenylalanine, willing to give up 84 units sucrose for 1 unit AA. They were deterred by glycine, and adding 100 or more units of sucrose could resolve to offset 1 unit AA. In addition, we tested physiological effects of AA nutrition on forager homing performance. In a no-choice context, caged bees showed indifference to 0.1% proline, leucine, glycine or phenylanaline in sucrose solutions. Furthermore, flight tests gave no indication that AA nutrition affected flight capacity directly. In contrast, low carbohydrate nutrition reduced the performance of bees, with important methodological implications for homing studies that evaluate the effect of substances that may affect imbibition of sugar solution. In conclusion, low AA concentrations in nectar relative to pollen suggest a limited role in bee nutrition. Most of the 20 AAs evoked a neutral to a mild deterrent response in bees, thus it seems unlikely that bees respond to AAs in nectar as a cue to assess nutritional quality. Nonetheless, free choice behavior of foraging bees is influenced, for instance by phenylalanine and glycine. Thus, AAs in nectar may affect plant-pollinator interactions and thereby exhibit a selective pressure on the flora in the honey bee habitat.\n\nO_FIG O_LINKSMALLFIG WIDTH=200 HEIGHT=83 SRC=\""FIGDIR/small/008516_ufig1.gif\"" ALT=\""Figure 1\"">\nView larger version (31K):\norg.highwire.dtl.DTLVardef@8fde04org.highwire.dtl.DTLVardef@138fdd3org.highwire.dtl.DTLVardef@a05775org.highwire.dtl.DTLVardef@cde793_HPS_FORMAT_FIGEXP  M_FIG C_FIG HIGHLIGHTS- Amino acids in artificial nectar elicit preferences from honey bee foragers\n- Amino acid identity, pH, and essentiality explain preferences of bees\n- A honey bee forager is willing to pay a premium of carbohydrates for amino acids\n- Carbohydrate nutritional state affects flight performance of foraging bees",Harmen P. Hendriksma,The Hebrew University of Jerusalem
10.1101/004127,10.1098/rsif.2013.1095,Journal of the Royal Society Interface,bioRxiv,Average oxidation state of carbon in proteins,Jeffrey M. Dick;,Biochemistry ,2014-04-14,2014-08-27,"The degree of oxidation of carbon atoms in organic molecules depends on the covalent structure. In proteins, the average oxidation state of carbon (ZC) can be calculated as an elemental ratio from the chemical formula. To investigate oxidation-reduction (redox) patterns, groups of proteins from different subcellular locations and phylogenetic divisions were selected for comparison. Extracellular proteins of yeast have a relatively high oxidation state of carbon, corresponding with oxidizing conditions outside of the cell. However, an inverse relationship between ZC and redox potential occurs between the endoplasmic reticulum and cytoplasm; this trend is interpreted as resulting from overall coupling of protein turnover to the formation of a lower glutathione redox potential in the cytoplasm. In Rubisco homologues, lower ZC tends to occur in organisms with higher optimal growth temperature, and there are broad changes in ZC in whole-genome protein compositions in microbes from different environments. Energetic costs calculated from thermodynamic models suggest that thermophilic organisms exhibit molecular adaptation to not only high temperature but also the reducing nature of many hydrothermal fluids. A view of protein metabolism that depends on the chemical conditions of cells and environments raises new questions linking biochemical processes to changes on evolutionary timescales.",Jeffrey M. Dick,Curtin University
10.1101/007567,10.1093/bioinformatics/btu590,Bioinformatics,bioRxiv,poRe: an R package for the visualization and analysis of nanopore sequencing data,Mick Watson;Marian Thomson;Judith Risse;Javier Santoyo-Lopez;Richard Talbot;Karim Gharbi;Mark Blaxter;,Bioinformatics ,2014-07-29,2014-08-29,"MotivationThe Oxford Nanopore MinION device represents a unique sequencing technology. As a mobile sequencing device powered by the USB port of a laptop, the MinION has huge potential applications. To enable these applications, the bioinformatics community will need to design and build a suite of tools specifically for MinION data.\n\nResultsHere we present poRe, a package for the statistical software R that enables users to manipulate, organize, summarise and visualize MinION nanopore sequencing data. As a packge for R, poRe has been tested on both Windows and Linux. Crucially, the Windows version allows users to analyse MinION data on the Windows laptop attached to the device\n\nAvailabilityPre-built R packages for Windows and Linux are available under a BSD license at http://sourceforge.net/projects/rpore/\n\nContactmick.watson@roslin.ed.ac.uk",Mick  Watson,"Edinburgh Genomics, University of Edinburgh"
10.1101/003210,10.1261/rna.045286.114,RNA,bioRxiv,Detecting translational regulation by change point analysis of ribosome profiling datasets,Anze Zupanic;Catherine Meplan;Sushma N Grellscheid;John C Mathers;Tom BL Kirkwood;John E Hesketh;Daryl P Shanley;,Bioinformatics ,2014-03-05,2014-08-21,"Ribo-Seq maps the location of translating ribosomes on mature mRNA transcripts. While ribosome density is constant along the length of the mRNA coding region, it can be altered by translational regulatory events. In this study, we developed a method to detect translational regulation of individual mRNAs from their ribosome profiles, utilizing changes in ribosome density. We used mathematical modelling to show that changes in ribosome density should occur along the mRNA at the point of regulation. We analyzed a Ribo-Seq dataset obtained for mouse embryonic stem cells and showed that normalization by corresponding RNA-Seq can be used to improve the Ribo-Seq quality by removing bias introduced by deep-sequencing and alignment artefacts. After normalization, we applied a change point algorithm to detect changes in ribosome density present in individual mRNA ribosome profiles. Additional sequence and gene isoform information obtained from the UCSC Genome Browser allowed us to further categorize the detected changes into different mechanisms of regulation. In particular, we detected several mRNAs with known post-transcriptional regulation, e.g. premature termination for selenoprotein mRNAs and translational control of Atf4, but also several more mRNAs with hitherto unknown translational regulation. Additionally, our approach proved useful for identification of new gene isoforms.",Daryl P Shanley,"Institute for Ageing and Health, Newcastle University"
10.1101/003731,10.1186/1471-2164-15-717,BMC Genomics,bioRxiv,HGTector: An automated method facilitating genome-wide discovery of putative horizontal gene transfers,Qiyun Zhu;Michael Kosoy;Katharina Dittmar;,Bioinformatics ,2014-04-02,2014-08-25,"A new computational method of rapid, exhaustive and genome-wide detection of HGT was developed, featuring the systematic analysis of BLAST hit distribution patterns in the context of a priori defined hierarchical evolutionary categories. Genes that fall beyond a series of statistically determined thresholds are identified as not adhering to the typical vertical history of the organisms in question, but instead having a putative horizontal origin. Tests on simulated genomic data suggest that this approach effectively targets atypically distributed genes that are highly likely to be HGT-derived, and exhibits robust performance compared to conventional BLAST-based approaches. This method was further tested on real genomic datasets, including Rickettsia genomes, and was compared to previous studies. Results show consistency with currently employed categories of HGT prediction methods. In-depth analysis of both simulated and real genomic data suggests that the method is notably insensitive to stochastic events such as gene loss, rate variation and database error, which are common challenges to the current methodology. An automated pipeline was created to implement this approach and was made publicly available at: https://github.com/DittmarLab/HGTector. The program is versatile, easily deployed, has low requirements for computational resources, and is an effective tool for initial or standalone large-scale discovery of candidate HGT-derived genes.",Katharina  Dittmar,"University at Buffalo, State University of New York"
10.1101/005082,10.1093/bioinformatics/btu563,Bioinformatics,bioRxiv,diCal-IBD: demography-aware inference of identity-by-descent tracts in unrelated individuals,Paula Tataru;Jasmine A. Nirody;Yun S. Song;,Bioinformatics ,2014-05-12,2014-08-21,"Summary: We present a tool, diCal-IBD, for detecting identity-by-descent (IBD) tracts between pairs of genomic sequences. Our method builds on a recent demographic inference method based on the coalescent with recombination, and is able to incorporate demographic information as a prior. Simulation study shows that diCal-IBD has significantly higher recall and precision than that of existing IBD detection methods, while retaining reasonable accuracy for IBD tracts as small as 0.1 cM.\n\nAvailability: http://sourceforge.net/p/dical-ibd\n\nContact: yss@eecs.berkeley.edu",Paula  Tataru,"Bioinformatics Research Centre, Aarhus University, Denmark"
10.1101/004986,10.1007/s00442-014-3041-4,Oecologia,bioRxiv,Spatial variation in water loss predicts terrestrial salamander distribution and population dynamics,William Peterman;Raymond D Semlitsch;,Ecology ,2014-05-09,2014-08-26,"Many patterns observed in ecology, such as species richness, life history variation, habitat use, and distribution have physiological underpinnings. For many ectothermic organisms temperature relations shape these patterns, but for terrestrial amphibians, water balance may supersede temperature as the most critical physiologically-limiting factor. Many amphibian species have little resistance to water loss, which restricts them to moist microhabitats and may significantly affect foraging, dispersal, and courtship. Using plaster models as surrogates for terrestrial plethodontid salamanders, we measured water loss under ecologically-relevant field conditions to estimate the duration of surface activity time across the landscape. Surface activity time was significantly affected by topography, solar exposure, canopy cover, maximum air temperature, and time since rain. Spatially, surface activity times were highest in ravine habitats and lowest on ridges. Surface activity time was a significant predictor of salamander abundance, as well as a predictor of successful recruitment; the probability of a juvenile salamander occupying an area with high surface activity time was two times greater than an area with limited predicted surface activity. Our results suggest that survival, recruitment, or both are demographic processes that are affected by water loss and the ability of salamanders to be surface active. Results from our study extend our understanding of plethodontid salamander ecology, emphasize the limitations imposed by their unique physiology, and highlight the importance of water loss to spatial population dynamics. These findings are timely to understanding the effects that fluctuating temperature and moisture conditions predicted for future climates will have on plethodontid salamanders.",William  Peterman,University of Illinois
10.1101/003780,10.1007/s00285-014-0824-5,Journal of Mathematical Biology,bioRxiv,Protected polymorphisms and evolutionary stability of patch-selection strategies in stochastic environments,Steve Evans;Alexandru Hening;Sebastian Schreiber;,Evolutionary Biology ,2014-04-03,2014-08-24,"We consider consider a population living in a patchy environment that varies stochastically in space and time. The population is composed of two morphs (that is, individuals of the same species with different genotypes). In terms of survival and reproductive success, the associated phenotypes differ only in their habitat selection strategies. We compute invasion rates corresponding to the rates at which the abundance of an initially rare morph increases in the presence of the other morph established at equilibrium. If both morphs have positive invasion rates when rare, then there is an equilibrium distribution such that the two morphs coexist; that is, there is a protected polymorphism for habitat selection. Alternatively, if one morph has a negative invasion rate when rare, then it is asymptotically displaced by the other morph under all initial conditions where both morphs are present. We refine the characterization of an evolutionary stable strategy for habitat selection from [Schreiber, 2012] in a mathematically rigorous manner. We provide a necessary and sufficient condition for the existence of an ESS that uses all patches and determine when using a single patch is an ESS. We also provide an explicit formula for the ESS when there are two habitat types. We show that adding environmental stochasticity results in an ESS that, when compared to the ESS for the corresponding model without stochasticity, spends less time in patches with larger carrying capacities and possibly makes use of sink patches, thereby practicing a spatial form of bet hedging.",Alexandru  Hening,Oxford University
10.1101/005090,10.1093/bioinformatics/btu562,Bioinformatics,bioRxiv,Cosi2 : An efficient simulator of exact and approximate coalescent with selection,Ilya Shlyakhter;Pardis C. Sabeti;Stephen F. Schaffner;,Genetics ,2014-05-14,2014-08-22,"MotivationEfficient simulation of population genetic samples under a given demographic model is a prerequisite for many analyses. Coalescent theory provides an efficient framework for such simulations, but simulating longer regions and higher recombination rates remains challenging. Simulators based on a Markovian approximation to the coalescent scale well, but do not support simulation of selection. Gene conversion is not supported by any published coalescent simulators that support selection.\n\nResultsWe describe cosi2, an efficient simulator that supports both exact and approximate coalescent simulation with positive selection. cosi2 improves on the speed of existing exact simulators, and permits further speedup in approximate mode while retaining support for selection. cosi2 supports a wide range of demographic scenarios including recombination hot spots, gene conversion, population size changes, population structure and migration.\n\ncosi2 implements coalescent machinery efficiently by tracking only a small subset of the Ancestral Recombination Graph, sampling only relevant recombination events, and using augmented skip lists to represent tracked genetic segments. To preserve support for selection in approximate mode, the Markov approximation is implemented not by moving along the chromosome but by performing a standard backwards-in-time coalescent simulation while restricting coalescence to node pairs with overlapping or near-overlapping genetic material. We describe the algorithms used by cosi2 and present comparisons with existing selection simulators.\n\nAvailabilityA free C++ implementation of cosi2 is available at http://broadinstitute.org/[~]ilya/cosi2.\n\nContactilya@broadinstitute.org",Ilya  Shlyakhter,"Broad Institute, Harvard University"
10.1101/008524,10.1016/j.jinsphys.2014.07.001,Journal of Insect Physiology,bioRxiv,Nutritional aspects of honey bee-collected pollen and constraints on colony development in the eastern Mediterranean,Dorit Avni;Harmen P. Hendriksma;Arnon Dag;Zehava Uni;Sharoni Shafir;,Ecology ,2014-08-28,2014-07-16,"*Graphical Abstract (for review)\n\nO_FIG O_LINKSMALLFIG WIDTH=200 HEIGHT=78 SRC=\""FIGDIR/small/008524_ufig1.gif\"" ALT=\""Figure 1\"">\nView larger version (25K):\norg.highwire.dtl.DTLVardef@5beae8org.highwire.dtl.DTLVardef@9b33e3org.highwire.dtl.DTLVardef@16ba880org.highwire.dtl.DTLVardef@103a08b_HPS_FORMAT_FIGEXP  M_FIG C_FIG *Highlights (for review)O_LIHoney bee colonies in Israel collect a mean 7 kg protein and 0.7 kg fat per year\nC_LIO_LIAt maximal colony development, honey bee queens lay up to 3,300 eggs per day\nC_LIO_LIAmount and content of collected pollen differ between sites and seasons\nC_LIO_LIPollen linoleic acid and protein levels best describe bee production cost\nC_LIO_LIColonies seem limited first by climate, then protein and finally specific nutrients\nC_LI\n\nABSTRACTPollen is the main protein and lipid source for honey bees (Apis mellifera), and nutritionally impoverished landscapes pose a threat to colony development. To determine colony nutritional demands, we analyzed a yearly cycle of bee-collected pollen from colonies in the field and compared it to colony worker production and honey bee body composition, for the first time in social insects. We monitored monthly bee production in ten colonies at each of seven sites throughout Israel, and trapped pollen bi-monthly in five additional colonies at each of four of these sites. Pollen mixtures from each sampling date and site were analyzed for weight, total protein, total fatty acids (FAs), and FA composition. Compared to more temperate climates, the eastern Mediterranean allows a relatively high yearly colony growth of ca. 300,000 to 400,000 bees. Colonies at higher elevation above sea level showed lower growth rates. Queen egg-laying rate did not seem to limit growth, as peaks in capped brood areas showed that queens lay a prolific 2,000 eggs a day on average, with up to 3,300 eggs in individual cases. Pollen uptake varied significantly among sites and seasons, with an overall annual mean total 16.8 kg per colony, containing 7.14 kg protein and 677 g fat. Overall mean pollen protein content was high (39.8%), and mean total FA content was 3.8%. Production cost, as expressed by the amount of nutrient used per bee, was least variable for linoleic acid and protein, suggesting these as the best descriptive variables for total number of bees produced. Linolenic acid levels in pollen during the autumn were relatively low, and supplementing colonies with this essential FA may mitigate potential nutritional deficiency. The essentiality of linoleic and linolenic acids was consistent with these FAs tendency to be present at higher levels in collected pollen than in the expected nutrients in bee bodies, demonstrating a well-developed adjustment between pollinator nutritional demands and the nutritional value of food offered by pollinated plants.",Harmen P. Hendriksma,The Hebrew University of Jerusalem
10.1101/000075,10.1109/ACC.2014.6859452,American Control Conference,bioRxiv,A Scalable Formulation for Engineering Combination Therapies for Evolutionary Dynamics of Disease,Vanessa Jonsson;Anders Rantzer;Richard M Murray;,Evolutionary Biology ,2013-11-07,2014-06-04,"It has been shown that optimal controller synthesis for positive systems can be formulated as a linear program. Leveraging these results, we propose a scalable iterative algorithm for the systematic design of sparse, small gain feedback strategies that stabilize the evolutionary dynamics of a generic disease model. We achieve the desired feedback structure by augmenting the optimization problems with {ell}1 and {ell}2 regularization terms, and illustrate our method on an example inspired by an experimental study aimed at finding appropriate HIV neutralizing antibody therapy combinations in the presence of escape mutants.",Vanessa  Jonsson,Caltech
10.1101/006387,10.1016/j.tig.2014.07.008,Trends in Genetics,bioRxiv,The overdue promise of short tandem repeat variation for heritability.,Maximilian Press;Keisha D. Carlson;Christine Queitsch;,Genetics ,2014-06-18,2014-08-30,"Short tandem repeat (STR) variation has been proposed as a major explanatory factor in the heritability of complex traits in humans and model organisms. However, we still struggle to incorporate STR variation into genotype-phenotype maps. Here, we review the promise of STRs in contributing to complex trait heritability, and highlight the challenges that STRs pose due to their repetitive nature. We argue that STR variants are more likely than single nucleotide variants to have epistatic interactions, reiterate the need for targeted assays to accurately genotype STRs, and call for more appropriate statistical methods in detecting STR-phenotype associations. Lastly, somatic STR variation within individuals may serve as a read-out of disease susceptibility, and is thus potentially a valuable covariate for future association studies.",Christine  Queitsch,University of Washington
10.1101/007310,10.7554/eLife.03703,eLife,bioRxiv,Selection of chromosomal DNA libraries using a multiplex CRISPR system in Saccharomyces cerevisiae,Owen W Ryan;Jeffrey M Skerker;Matthew J Maurer;Xin Li;Jordan C Tsai;Snigdha Poddar;Michael E Lee;Will DeLoache;John E Dueber;Adam P Arkin;Jamie Cate;,Synthetic Biology ,2014-07-21,2014-08-19,"The directed evolution of biomolecules to improve or change their activity is central to many engineering and synthetic biology efforts. However, selecting improved variants from gene libraries in living cells requires plasmid expression systems that suffer from variable copy number effects, or the use of complex marker-dependent chromosomal integration strategies. We developed quantitative gene assembly and DNA library insertion into the Saccharomyces cerevisiae genome by optimizing an efficient single-step and marker-free genome editing system using CRISPR-Cas9. With this Multiplex CRISPR (CRISPRm) system, we selected an improved cellobiose utilization pathway in diploid yeast in a single round of mutagenesis and selection, which increased cellobiose fermentation rates by over ten-fold. Mutations recovered in the best cellodextrin transporters reveal synergy between substrate binding and transporter dynamics, and demonstrate the power of CRISPRm to accelerate selection experiments and discoveries of the molecular determinants that enhance biomolecule function.",Jamie  Cate,"University of California, Berkeley"
10.1101/005868,10.1101/cshperspect.a016030,Cold Spring Harbor Perspectives in Biology,bioRxiv,Origin and evolution of the self-organizing cytoskeleton in the network of eukaryotic organelles,Gáspár Jékely;,Evolutionary Biology ,2014-06-04,2014-09-01,"The eukaryotic cytoskeleton evolved from prokaryotic cytomotive filaments. Prokaryotic filament systems show bewildering structural and dynamic complexity, and in many aspects prefigure the self-organizing properties of the eukaryotic cytoskeleton. Here I compare the dynamic properties of the prokaryotic and eukaryotic cytoskeleton, and discuss how these relate to function and the evolution of organellar networks. The evolution of new aspects of filament dynamics in eukaryotes, including severing and branching, and the advent of molecular motors converted the eukaryotic cytoskeleton into a self-organizing active gel, the dynamics of which can only be described with computational models. Advances in modeling and comparative genomics hold promise of a better understanding of the evolution of the self-organizing cytoskeleton in early eukaryotes, and its role in the evolution of novel eukaryotic functions, such as amoeboid motility, mitosis, and ciliary swimming.",G?sp?r  J?kely,Max Planck Institute for Developmental Biology
10.1101/001834,10.1371/journal.pone.0106689,PLOS ONE,bioRxiv,"Illumina TruSeq synthetic long-reads empower de novo assembly and resolve complex, highly repetitive transposable elements",Rajiv C McCoy;Ryan W Taylor;Timothy A Blauwkamp;Joanna L Kelley;Michael Kertesz;Dmitry Pushkarev;Dmitri A Petrov;Anna-Sophie Fiston-Lavier;,Genomics ,2014-01-21,2014-09-04,"High-throughput DNA sequencing technologies have revolutionized genomic analysis, including the de novo assembly of whole genomes. Nevertheless, assembly of complex genomes remains challenging, in part due to the presence of dispersed repeats which introduce ambiguity during genome reconstruction. Transposable elements (TEs) can be particularly problematic, especially for TE families exhibiting high sequence identity, high copy number, or present in complex genomic arrangements. While TEs strongly affect genome function and evolution, most current de novo assembly approaches cannot resolve long, identical, and abundant families of TEs. Here, we applied a novel Illumina technology called TruSeq synthetic long-reads, which are generated through highly parallel library preparation and local assembly of short read data and achieve lengths of 1.5-18.5 Kbp with an extremely low error rate ([~]0.03% per base). To test the utility of this technology, we sequenced and assembled the genome of the model organism Drosophila melanogaster (reference genome strain y;cn,bw,sp) achieving an N50 contig size of 69.7 Kbp and covering 96.9% of the euchromatic chromosome arms of the current reference genome. TruSeq synthetic long-read technology enables placement of individual TE copies in their proper genomic locations as well as accurate reconstruction of TE sequences. We entirely recovered and accurately placed 4,229 (77.8%) of the 5,434 of annotated transposable elements with perfect identity to the current reference genome. As TEs are ubiquitous features of genomes of many species, TruSeq synthetic long-reads, and likely other methods that generate long reads, offer a powerful approach to improve de novo assemblies of whole genomes.",Rajiv C McCoy,Stanford University
10.1101/002642,10.1038/srep06207,Scientific Reports,bioRxiv,A reassessment of consensus clustering for class discovery,Yasin Şenbabaoğlu;George Michailidis;Jun Z Li;,Bioinformatics ,2014-02-14,2014-08-27,"Consensus clustering (CC) is an unsupervised class discovery method widely used to study sample heterogeneity in high-dimensional datasets. It calculates \""consensus rate\"" between any two samples as how frequently they are grouped together in repeated clustering runs under a certain degree of random perturbation. The pairwise consensus rates form a between-sample similarity matrix, which has been used (1) as a visual proof that clusters exist, (2) for comparing stability among clusters, and (3) for estimating the optimal number (K) of clusters. However, the sensitivity and specificity of CC have not been systemically studied. To assess its performance, we investigated the most common implementations of CC; and compared CC with other popular methods that also focus on cluster stability and estimation of K. We evaluated these methods using simulated datasets with either known structure or known absence of structure. Our results showed that (1) CC was able to divide randomly generated unimodal data into pre-specified numbers of clusters, and was able to show apparent stability of these chance partitions of known cluster-less data; (2) for data with known structure, the proportion of ambiguously clustered (PAC) pairs infers the known number of clusters more reliably than several commonly used K estimating methods; and (3) validation of the optimal K by choosing the most discriminant genes from the discovery cohort and applying them in an independent cohort often exaggerates the confidence in K due to inherent gene-gene correlations among the selected genes. While these results do not yet prove that any of the published studies using CC has generated false positive findings, they show that datasets with subtle or no structure are fully capable of producing strong evidence of consensus clustering. We therefore recommend caution is using CC in class discovery and validation.",Jun Z Li,University of Michigan Ann Arbor
10.1101/001305,10.1371/journal.pone.0106541,PLOS ONE,bioRxiv,"Ordered, Random, Monotonic, and Non-Monotonic Digital Nanodot Gradients",Grant Ongo;Sebastien G Ricoult;Timothy E Kennedy;David Juncker;,Bioengineering ,2013-12-10,2014-09-05,"Cell navigation is directed by inhomogeneous distributions of extracellular cues. It is well known that noise plays a key role in biology and is present in naturally occurring gradients at the micro- and nanoscale, yet it has not been studied with gradients in vitro. Here, we introduce novel algorithms to produce ordered and random gradients of discrete nanodots - called digital nanodot gradients (DNGs) - according to monotonic and non-monotonic density functions. The algorithms generate continuous DNGs, with dot spacing changing in two dimensions along the gradient direction according to arbitrary mathematical functions, with densities ranging from 0.02% to 44.44%. The random gradient algorithm compensates for random nanodot overlap, and the randomness and spatial homogeneity of the DNGs were confirmed with Ripleys K function. An array of 100 DNGs, each 400 x 400 {micro}m2, comprising a total of 57 million 200 x 200 nm2 dots was designed and patterned into silicon using electron-beam lithography, then patterned as fluorescently labeled IgGs on glass using lift-off nanocontact printing. DNGs will facilitate the study of the effects of noise and randomness at the micro- and nanoscales on cell migration and growth.",David  Juncker,McGill University
